,C_ID,College,Private,Top10perc,Top25perc,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Acceptance_Rate,Enrollment_Rate,Student_Population,Pct_Out_Of_State
389,MORS,Morris College,1,0.02,0.13,0.31388478581979323,0.36324786324786323,0.3088235294117647,0.53,0.6,0.4673366834170855,0.34,0.12430423416854872,0.6,0.8276643990929705,0.4520547945205479,0.02446658667640461,4.813432835820896
390,HLKE,Mount Holyoke College,1,0.47,0.79,0.7016248153618907,0.32051282051282054,0.11029411764705882,0.79,0.91,0.22613065326633167,0.51,0.3264808920029164,0.84,0.73,0.4003044140030441,0.05036778131357922,9.994821336095287
391,MART,Mount Marty College,1,0.17,0.37,0.36681437715411125,0.21367521367521367,0.07352941176470588,0.45,0.55,0.29396984924623115,0.38,0.09021393132146605,0.44,0.989247311827957,0.45652173913043476,0.026996713443580782,6.61256038647343
392,MMRY,Mount Mary College,1,0.12,0.32,0.3839241752831118,0.23504273504273504,0.16544117647058823,0.51,0.51,0.26884422110552764,0.26,0.12476659612682944,0.78,0.9234042553191489,0.5576036866359447,0.03698680160676092,6.311706629055007
393,MRCY,Mount Mercy College,1,0.2,0.49,0.4375923190546529,0.21367521367521367,0.3360294117647059,0.44,0.5,0.2839195979899498,0.3,0.11905820425728665,0.64,0.8614130434782609,0.501577287066246,0.03516093692941729,7.789317507418398
394,STCL,Mount Saint Clare College,1,0.16,0.33,0.44928606597735105,0.21367521367521367,0.17647058823529413,0.32,0.37,0.3417085427135679,0.43,0.11603506837622037,0.21,0.8738461538461538,0.3345070422535211,0.011789869059418853,21.902654867256636
395,MSMC,Mount Saint Mary's College,1,0.15,0.36,0.7631708517971443,0.23504273504273504,0.1323529411764706,0.77,0.82,0.3216080402010051,0.36,0.15179698753401027,0.8,0.8773656320968963,0.2830025884383089,0.034482758620689655,9.720121028744327
396,MTSM,Mount Saint Mary College,1,0.14,0.48,0.5662235352043329,0.10683760683760683,0.20588235294117646,0.74,0.75,0.3844221105527639,0.23,0.12266818416232461,0.88,0.594017094017094,0.3424460431654676,0.04170796598674944,4.671669793621013
397,MTSC,Mount St. Mary's College,1,0.37,0.9,0.6989167897587395,0.2692307692307692,0.18794117647058822,0.53,0.71,0.2989949748743719,0.19,0.18873259473974358,0.72,0.817351598173516,0.21042830540037244,0.039256090562887994,8.288372093023256
398,MTUN,Mount Union College,1,0.26,0.61,0.4345150172328902,0.17094017094017094,0.16911764705882354,0.85,0.87,0.41959798994974873,0.35,0.12830544342290115,0.81,0.8290076335877863,0.42173112338858193,0.03936042568730763,8.117958913187541
399,VNNZ,Mount Vernon Nazarene College,1,0.18,0.36,0.4118660758247169,0.2564102564102564,0.08823529411764706,0.57,0.57,0.4974874371859297,0.07,0.12215247274731919,0.58,0.9509803921568627,0.688659793814433,0.03150920757473003,6.125827814569536
400,MUH,Muhlenberg College,1,0.3,0.61,0.5619153126538651,0.2564102564102564,0.125,0.76,0.86,0.3216080402010051,0.39,0.19362296160617432,0.83,0.7288606589916634,0.25163398692810457,0.052376232458657204,8.453685258964143
401,MUR,Murray State University,0,0.29,0.55,0.3828163466272772,0.29914529914529914,0.13823529411764707,0.72,0.76,0.507537688442211,0.27,0.10620098518663418,0.52,0.8584269662921349,0.6230366492146597,0.1805780165892848,0.6843853820598007
402,MUS,Muskingum College,1,0.24,0.46,0.4817823732151649,0.2564102564102564,0.11764705882352941,0.73,0.85,0.33668341708542715,0.27,0.16597015987053865,0.73,0.8313796212804329,0.4067245119305857,0.030909280609317125,11.172995780590718
403,NAT,National-Louis University,1,0.23,0.48,0.5539143279172821,0.2777777777777778,0.07352941176470588,0.62,0.65,0.4597989949748744,0.02,0.14057581846958192,0.71,0.6764132553606238,0.8040345821325648,0.07859043246909071,3.0169266511782276
404,NAZR,Nazareth College of Rochester,1,0.36,0.68,0.6339241752831117,0.23504273504273504,0.11764705882352941,0.77,0.93,0.3417085427135679,0.24,0.1564383902690591,0.61,0.8426610348468849,0.3333333333333333,0.04551619802806615,6.217765042979942
405,NJIT,New Jersey Institute of Technology,0,0.27,0.62,0.6617429837518464,0.29914529914529914,0.27205882352941174,0.92,0.98,0.3391959798994975,0.19,0.22280511443458467,0.72,0.6471527408195848,0.3972039473684211,0.12929730293703376,1.7817228162194876
406,NMMT,New Mexico Institute of Mining and Tech.,0,0.4,0.73,0.39561792220580994,0.2564102564102564,0.16176470588235295,0.99,1.0,0.3442211055276382,0.11,0.16433410986431454,0.34,0.7636594663278272,0.3876871880199667,0.03724763941781001,3.764705882352941
407,NYU,New York University,1,0.7,0.86,0.8938946331856229,0.19230769230769232,0.14705882352941177,0.87,0.98,0.19597989949748745,0.16,0.3774829726317287,0.71,0.5328821538914227,0.34580342352291554,0.3970473159789243,1.1659440283799765
408,NBRY,Newberry College,1,0.14,0.36,0.32003938946331856,0.21367521367521367,0.22058823529411764,0.57,0.63,0.2864321608040201,0.32,0.10292888517418598,0.83,0.8279816513761468,0.21329639889196675,0.01661536856382701,16.00313971742543
409,NIA,Niagara University,1,0.65,0.99,0.586164451009355,0.19230769230769232,0.09558823529411764,0.68,1.0,0.35678391959798994,0.2,0.13849518965731866,0.65,0.809009009009009,0.26002227171492204,0.0587667588293599,4.5805592543275635
410,NASC,North Adams State College,0,0.01,0.19,0.532988675529296,0.21367521367521367,0.14705882352941177,0.65,0.71,0.35678391959798994,0.17,0.11669304500915832,0.57,0.6429942418426103,0.23880597014925373,0.039543012155041996,3.6556728232189974
411,NCAT,North Carolina A. & T. State University,0,0.12,0.33,0.2191038897095027,0.2564102564102564,0.24279411764705883,0.72,0.72,0.41959798994974873,0.09,0.12608254939270536,0.44,0.6423372842586816,0.46260925865976044,0.18344723251082476,0.9677235887956775
412,NCST,North Carolina State University at Raleigh,0,0.39,0.78,0.8050221565731167,0.2564102564102564,0.19117647058823528,0.92,0.98,0.4396984924623116,0.21,0.1719630821759465,0.62,0.6642843708858379,0.44960362400906,0.5734780113725285,0.382061311743837
413,NWES,North Carolina Wesleyan College,1,0.07,0.24,0.5206794682422452,0.2564102564102564,0.19044117647058822,0.77,0.77,0.31909547738693467,0.11,0.17943200611740437,0.52,0.8485221674876847,0.2830188679245283,0.019041160206583547,11.29041095890411
414,NCCL,North Central College,1,0.3,0.64,0.9106351550960118,0.19230769230769232,0.2647058823529412,0.73,0.87,0.4120603015075377,0.33,0.157754343534935,0.76,0.7843833185448092,0.34841628959276016,0.054149929573791014,5.644508670520231
415,NDST,North Dakota State University,0,0.13,0.47,0.3377646479566716,0.2564102564102564,0.29411764705882354,0.79,0.83,0.4271356783919598,0.24,0.1122116906442836,0.42,0.773921832884097,0.7009142359599477,0.22160780426730659,0.6866760828625236
416,NPRK,North Park College,1,0.19,0.39,0.5348350566223535,0.17094017094017094,0.1426470588235294,0.76,0.79,0.3291457286432161,0.24,0.1936407447584159,0.74,0.7763440860215054,0.48753462603878117,0.026996713443580782,12.154589371980677
417,NMST,Northeast Missouri State University,0,0.36,0.72,0.4204825209256524,0.17094017094017094,0.16176470588235295,0.69,0.72,0.3944723618090452,0.13,0.11738658794657941,0.76,0.7577814569536424,0.35394363119947564,0.15405081120559236,0.8222146969183881
418,NE,Northeastern University,1,0.16,0.42,0.9139586410635155,0.2564102564102564,0.25735294117647056,0.73,0.82,0.3241206030150754,0.17,0.17006028488609892,0.46,0.7135534829005966,0.2963966085727744,0.5576973238040587,0.6257892521397502
419,NAZ,Northern Arizona University,0,0.23,0.48,0.4588872476612506,0.26495726495726496,0.34441176470588236,0.78,0.83,0.5452261306532663,0.07,0.10949086835132396,0.41,0.8370395518587677,0.4001216791725816,0.3633731545724868,0.4842437728806259
420,NIU,Northern Illinois University,0,0.12,0.37,0.4057114721811915,0.20085470085470086,0.25735294117647056,0.73,0.78,0.4346733668341709,0.11,0.10822826454217274,0.56,0.6742947879693629,0.33204044881562544,0.4383379414679952,0.4640880690270753
421,NWMS,Northwest Missouri State University,0,0.08,0.29,0.3860167405219104,0.10683760683760683,0.23970588235294119,0.62,0.65,0.5452261306532663,0.23,0.09396617644443654,0.54,0.9289116892634665,0.4958579881656805,0.13717460483071625,0.7102110667427267
422,NWNZ,Northwest Nazarene College,1,0.29,0.52,0.34711964549483015,0.19230769230769232,0.12088235294117647,0.59,0.59,0.3718592964824121,0.2,0.11134031618444686,0.58,0.8344155844155844,0.7490272373540856,0.030648442798268036,8.374468085106383
423,NWC,Northwestern College,1,0.22,0.56,0.37850812407680945,0.1282051282051282,0.2647058823529412,0.68,0.68,0.3743718592964824,0.34,0.11304749879963723,0.68,0.9430232558139535,0.45129469790382243,0.028483488966560593,9.065934065934066
424,NW,Northwestern University,1,0.85,0.98,0.6794682422451994,0.3243589743589744,0.23308823529411765,0.96,1.0,0.17085427135678394,0.25,0.4692084718937279,0.92,0.4231426478964928,0.3657692307692308,0.1954979393812927,2.188659106070714
425,NRCH,Norwich University,1,0.08,0.29,0.6486952240275726,0.21367521367521367,0.11764705882352941,0.71,0.74,0.3291457286432161,0.22,0.16376504899258443,0.63,0.9323006310958118,0.3852307692307692,0.05853200479941573,6.2985739750445635
426,NOT,Notre Dame College,1,0.15,0.37,0.6031511570654849,0.17094017094017094,0.08823529411764706,0.44,0.47,0.3040201005025126,0.26,0.08799103729127025,0.33,0.8548812664907651,0.33024691358024694,0.021153946476081174,12.318125770653515
427,OAK,Oakland University,0,0.16,0.56,0.4960610536681438,0.17094017094017094,0.09558823529411764,0.88,0.9,0.49497487437185933,0.13,0.1180267814272758,0.53,0.8487339690891155,0.45447500968616816,0.27187125045646615,0.8744123572867697
428,OBE,Oberlin College,1,0.5,0.89,0.7163958641063516,0.24572649572649571,0.16455882352941176,0.77,0.96,0.2537688442211055,0.47,0.2950758451443103,0.83,0.5791125994139807,0.245030719190459,0.07060879545098858,7.266346509050609
429,OCC,Occidental College,1,0.52,0.81,0.6326932545544067,0.23846153846153847,0.16941176470588235,0.91,0.93,0.26381909547738697,0.3,0.2880159337044084,0.79,0.5675559380378657,0.2805155420773313,0.04489018728154833,9.622312608948286
430,OGL,Oglethorpe University,1,0.56,0.87,0.534219596258001,0.2564102564102564,0.6044117647058823,0.91,0.95,0.3291457286432161,0.27,0.1523660484057404,0.67,0.8194444444444444,0.28659476117103233,0.029892013146225676,11.256544502617801
431,OHNO,Ohio Northern University,1,0.35,0.62,0.5022156573116692,0.2564102564102564,0.1213235294117647,0.73,0.78,0.36432160804020103,0.31,0.1774580762185905,0.83,0.797683923705722,0.2856532877882152,0.06698314987740622,6.2266355140186915
432,OHIO,Ohio University,0,0.21,0.54,0.5040620384047267,0.23504273504273504,0.3382352941176471,0.79,0.87,0.5125628140703518,0.13,0.15668735440044101,0.64,0.7527896217000817,0.383586406362979,0.42180082424748294,0.471770453280564
433,OHWS,Ohio Wesleyan University,1,0.36,0.65,0.6954702117183653,0.23504273504273504,0.08088235294117647,0.93,0.93,0.3040201005025126,0.32,0.2135934415734533,0.75,0.776255707762557,0.26941176470588235,0.04768115185977359,9.153172866520787
434,OKBP,Oklahoma Baptist University,1,0.35,0.59,0.3865091088133924,0.22008547008547008,0.18970588235294117,0.63,0.71,0.37939698492462315,0.18,0.0980029520032721,0.5,0.8984168865435356,0.71071953010279,0.06291408002504043,2.2346600331674957
435,OKCR,Oklahoma Christian University,1,0.22,0.44,0.38774002954209746,0.21367521367521367,0.27941176470588236,0.58,0.64,0.40703517587939697,0.08,0.11697757544502338,0.45,0.9858247422680413,0.4588235294117647,0.04295998747978507,3.885853066180935
436,OKST,Oklahoma State University,0,0.29,0.57,0.4116198916789759,0.3418803418803419,0.45588235294117646,0.84,0.92,0.3844221105527639,0.14,0.11439901836999626,0.48,0.8653250773993808,0.5573728596984411,0.3779018206479211,0.36830480397570403
437,OTT,Otterbein College,1,0.26,0.57,0.5465288035450517,0.1794871794871795,0.12352941176470589,0.62,0.68,0.3492462311557789,0.3,0.15652730603026693,0.87,0.80548128342246,0.35518672199170126,0.06740049037508478,4.987616099071207
438,OUA,Ouachita Baptist University,1,0.31,0.73,0.34465780403741997,0.21367521367521367,0.22058823529411764,0.63,0.67,0.33417085427135684,0.1,0.11404335532516494,0.65,0.8494505494505494,0.5821474773609314,0.03576086389483019,4.762946754194019
439,OUR,Our Lady of the Lake University,1,0.22,0.46,0.448547513540128,0.26324786324786326,0.23176470588235293,0.56,0.64,0.3743718592964824,0.25,0.12650934504650294,0.37,0.5788561525129983,0.22080838323353294,0.055923626688924824,3.978544776119403
440,PACE,Pace University,1,0.37,0.7,0.6351550960118169,0.28205128205128205,0.16397058823529412,0.9,0.95,0.3467336683417086,0.1,0.17888072839791583,0.62,0.45421511627906974,0.40586666666666665,0.2657415618968126,1.0797016097369454
441,PACL,Pacific Lutheran University,1,0.31,0.68,0.552437223042836,0.2564102564102564,0.22294117647058823,0.78,0.78,0.2763819095477387,0.23,0.16771290879021214,0.83,0.8683718028696195,0.3620689655172414,0.07517345714434764,4.619014573213047
442,PACU,Pacific Union College,1,0.2,0.48,0.4708271787296898,0.2692307692307692,0.2832352941176471,0.48,0.87,0.3090452261306533,0.12,0.16284032507602297,0.69,0.7106382978723405,0.5763473053892215,0.03795190150764255,8.195876288659793
443,DEN,University of Denver,1,0.29,0.6,0.577917282127031,0.17094017094017094,0.19852941176470587,0.84,0.91,0.399497487437186,0.21,0.2091654366653033,0.67,0.6728312037659717,0.2898550724637681,0.08398977515780688,4.718012422360249
444,PEM,Pembroke State University,0,0.14,0.34,0.3397341211225997,0.23504273504273504,0.22029411764705883,0.77,0.77,0.3768844221105528,0.05,0.11457684989241193,0.48,0.8199152542372882,0.5684754521963824,0.07050446032656894,2.3529411764705883
445,PEN,Pennsylvania State Univ. Main Campus,0,0.48,0.93,0.499753815854259,0.2188034188034188,0.35205882352941176,0.77,0.96,0.45477386934673375,0.19,0.15990610495616453,0.63,0.5355423246181724,0.33352668213457076,0.8076321143512963,0.3437974356490004
446,PEP,Pepperdine University,1,0.86,0.96,0.8333333333333334,0.21367521367521367,0.10294117647058823,0.95,0.98,0.2914572864321608,0.13,0.2878203190297512,0.66,0.5331065166186862,0.3338242513500245,0.08119881057958162,5.846450369418568
447,PER,Peru State College,0,0.1,0.4,0.3229935992122107,0.21367521367521367,0.1323529411764706,0.48,1.0,0.5050251256281407,0.24,0.08660395141642807,0.44,0.7146932952924394,0.9141716566866267,0.0369346340445511,1.8220338983050848
448,PFE,Pfeiffer College,1,0.11,0.25,0.4554406696208764,0.17094017094017094,0.28161764705882353,0.62,0.62,0.3065326633165829,0.13,0.13575658421211745,0.48,0.7768496420047732,0.24423963133640553,0.02128436538160572,10.588235294117647
449,PHIL,Philadelphia Coll. of Textiles and Sci.,1,0.19,0.42,0.6230920728705072,0.2564102564102564,0.2447058823529412,0.48,0.8,0.3241206030150754,0.15,0.14276314619529457,0.68,0.8185955786736021,0.37172359015091344,0.07058271166988367,4.320029563932003
450,PHLP,Phillips University,1,0.19,0.5,0.4751354012801576,0.2564102564102564,0.13823529411764707,0.58,0.64,0.2914572864321608,0.19,0.1598705386516814,0.39,0.8323699421965318,0.3020833333333333,0.0177369711513381,15.441176470588236
451,PIE,Piedmont College,1,0.2,0.4,0.44559330379123585,0.2564102564102564,0.11029411764705882,0.89,0.89,0.3316582914572864,0.17,0.12997705973360837,0.31,0.8476621417797888,0.22597864768683273,0.01836298189785591,8.011363636363637
452,PIK,Pikeville College,1,0.28,0.48,0.36927621861152143,0.21367521367521367,0.07352941176470588,0.48,0.57,0.33668341708542715,0.14,0.09882097700638415,0.61,0.9900990099009901,0.4225,0.023397151651103343,6.688963210702341
453,PIT,Pitzer College,1,0.37,0.73,0.7262432299359921,0.2777777777777778,0.125,1.0,1.0,0.2613065326633166,0.11,0.2635463162200132,0.73,0.556045895851721,0.3492063492063492,0.020345349261828995,22.676923076923078
454,PTLM,Point Loma Nazarene College,1,0.2,0.43,0.5157557853274249,0.3418803418803419,0.11029411764705882,0.71,0.71,0.4045226130653267,0.19,0.14039798694716626,0.54,0.8491965389369592,0.6229985443959243,0.05493244300693829,4.832858499525166
455,PPRK,Point Park College,1,0.07,0.38,0.5945347119645494,0.17094017094017094,0.17647058823529413,0.45,0.9,0.36432160804020103,0.1,0.13607668095246564,0.66,0.8502857142857143,0.2782258064516129,0.06716573634514059,3.766990291262136
456,POL,Polytechnic University,1,0.58,0.89,0.51698670605613,0.18632478632478633,0.36558823529411766,0.9,0.9,0.2613065326633166,0.14,0.2548147884694041,0.62,0.7482332155477032,0.3565525383707202,0.04155146330011999,10.169491525423728
457,PRA,Prairie View A. and M. University,0,0.1,0.22,0.43082225504677496,0.25555555555555554,0.2326470588235294,0.55,0.93,0.48743718592964824,0.01,0.10611206942542635,0.35,0.928898128898129,0.4749328558639212,0.13073191089780375,0.8559457302474063
458,PRE,Presbyterian College,1,0.34,0.63,0.4474396848842935,0.23675213675213674,0.2101470588235294,0.8,0.85,0.33668341708542715,0.42,0.1485604538260452,0.85,0.7689463955637708,0.3629807692307692,0.03033543742500913,10.196904557179707
459,PRI,Princeton University,1,0.9,0.98,0.7274741506646972,0.28846153846153844,0.23161764705882354,0.91,0.96,0.21105527638190957,0.54,0.5036188714811588,0.99,0.15448630655167198,0.5646425073457395,0.12222859825760342,4.246692274861289
460,PRO,Providence College,1,0.2,0.55,0.7631708517971443,0.19230769230769232,0.16176470588235295,0.66,0.74,0.4623115577889447,0.35,0.14466594348514217,0.96,0.651099435687877,0.2907949790794979,0.132375189107413,2.8374384236453203
461,PUR,Purdue University at West Lafayette,0,0.29,0.6,0.4911373707533235,0.24358974358974358,0.15588235294117647,0.86,0.86,0.45728643216080406,0.15,0.1530062418864368,0.67,0.8596587782058338,0.31338028169014087,0.7897647242944337,0.31560869278023646
462,QUE,Queens College,1,0.32,0.62,0.6117676021664205,0.2606837606837607,0.27941176470588236,0.73,0.75,0.35175879396984927,0.36,0.16565006313019046,0.58,0.7596899224806202,0.39285714285714285,0.03075277792268767,9.346904156064461
463,QNCY,Quincy University,1,0.22,0.66,0.5096011816838996,0.19230769230769232,0.1588235294117647,0.69,0.71,0.4095477386934674,0.32,0.12234808742197642,0.8,0.6897560975609756,0.4200848656294201,0.02978767802180604,8.84413309982487
464,QNPC,Quinnipiac College,1,0.17,0.45,0.7557853274249139,0.42735042735042733,0.07352941176470588,0.63,0.73,0.30150753768844224,0.33,0.1573275478811374,0.86,0.580010775862069,0.3743613562470971,0.0884501017267463,3.547626069006193
465,RAD,Radford University,0,0.15,0.37,0.5059084194977843,0.21367521367521367,0.1323529411764706,0.73,0.83,0.492462311557789,0.09,0.08036206497963828,0.62,0.858295334970186,0.3559460563955864,0.22299024466586675,0.7818458299216282
466,RAM,Ramapo College of New Jersey,0,0.06,0.29,0.5982274741506647,0.2564102564102564,0.24338235294117647,0.74,0.95,0.44723618090452266,0.08,0.13040385538740598,0.47,0.4583333333333333,0.3782654127481714,0.1221503469142887,0.9500320307495196
467,RMAC,Randolph-Macon College,1,0.21,0.46,0.4597488921713442,0.17094017094017094,0.1323529411764706,0.77,0.8,0.26884422110552764,0.38,0.19703732683655506,0.74,0.7481648785996612,0.2309433962264151,0.028639991653190047,12.604735883424407
468,RMAW,Randolph-Macon Woman's College,1,0.35,0.66,0.7520925652387986,0.1581196581196581,0.13529411764705881,0.88,0.97,0.23115577889447236,0.24,0.29089680436754217,0.68,0.8850574712643678,0.27435064935064934,0.01849340080338046,19.703808180535965
469,REE,Reed College,1,0.47,0.8,0.6757754800590842,0.21367521367521367,0.0661764705882353,0.9,0.9,0.29648241206030157,0.37,0.2825031565095229,0.68,0.7304170905391658,0.2277158774373259,0.0328655641921853,15.841269841269842
470,REG,Regis College,1,0.18,0.38,0.7139340226489415,0.19230769230769232,0.10294117647058823,0.81,0.85,0.25879396984924624,0.37,0.20909430405633703,0.84,0.9016393442622951,0.37142857142857144,0.02905733215086859,11.400359066427288
471,REN,Rensselaer Polytechnic Institute,1,0.53,0.82,0.7355982274741507,0.5256410256410257,0.16176470588235295,0.94,0.98,0.3869346733668342,0.21,0.2775060907296427,0.7,0.8336669335468375,0.22472989195678272,0.11234284521884293,4.0573485024378915
472,RHO,Rhodes College,1,0.58,0.82,0.5869030034465781,0.23504273504273504,0.22058823529411764,0.9,0.96,0.27135678391959805,0.47,0.23808084221009015,0.77,0.7953953084274544,0.2135445111960677,0.03662162867129219,10.826210826210826
473,RID,Rider University,1,0.16,0.31,0.6671590349581487,0.29914529914529914,0.45588235294117646,0.84,0.92,0.3090452261306533,0.23,0.20093183717745808,0.7,0.6759620747350809,0.30115511551155116,0.10582189994261568,3.2659600690165145
474,RIP,Ripon College,1,0.28,0.52,0.5046774987690793,0.14957264957264957,0.09558823529411764,0.87,0.9,0.2361809045226131,0.49,0.2217914747568154,0.64,0.8534923339011925,0.42115768463073855,0.019901924983045542,19.921363040629096
475,RIV,Rivier College,1,0.06,0.28,0.5982274741506647,0.2564102564102564,0.16176470588235295,0.59,0.59,0.3065326633165829,0.19,0.1199295787171234,0.81,0.7975206611570248,0.36528497409326427,0.046585633053367416,5.526315789473684
476,ROA,Roanoke College,1,0.27,0.54,0.544682422451994,0.19230769230769232,0.17647058823529413,0.85,0.89,0.32663316582914576,0.26,0.16725054683193144,0.72,0.8037718904355635,0.2441340782122905,0.044316344097240334,7.901706886403767
477,RKHS,Rockhurst College,1,0.22,0.5,0.5046774987690793,0.21367521367521367,0.22058823529411764,0.6,0.79,0.26884422110552764,0.21,0.1337115217043373,0.79,0.9176470588235294,0.4020979020979021,0.04906359225833377,5.045188729399256
478,RKMT,Rocky Mountain College,1,0.11,0.31,0.413835548990645,0.2564102564102564,0.09191176470588236,0.56,0.78,0.2839195979899498,0.27,0.11420340369533903,0.68,0.7,0.6887755102040817,0.022458135531326622,10.144018583042973
479,ROG,Roger Williams University,1,0.1,0.2,0.7447070408665682,0.21367521367521367,0.10735294117647058,0.44,0.54,0.4120603015075377,0.08,0.14150054238614337,0.61,0.8486682808716707,0.2421540656205421,0.09390161197767229,3.477777777777778
480,ROL,Rollins College,1,0.31,0.55,0.6425406203840472,0.4081196581196581,0.11029411764705882,0.81,0.85,0.33417085427135684,0.23,0.20559102306474847,0.9,0.6477208778840743,0.3318853171155517,0.0709478846053524,6.038602941176471
481,ROS,Rosary College,1,0.28,0.53,0.5662235352043329,0.23504273504273504,0.13970588235294118,0.79,0.82,0.3241206030150754,0.3,0.16474312236587058,0.81,0.7396313364055299,0.4392523364485981,0.023292816526683708,12.262038073908174
482,ROW,Rowan College of New Jersey,0,0.21,0.7,0.5945347119645494,0.3418803418803419,0.11764705882352941,0.76,0.81,0.5552763819095479,0.06,0.1289634200558391,0.51,0.37460732984293194,0.4856743535988819,0.2411445563148834,0.4711736073553272
483,RUTB,Rutgers at New Brunswick,0,0.36,0.79,0.5844411619891678,0.2948717948717949,0.29544117647058826,0.9,0.95,0.4899497487437186,0.19,0.18626073657816586,0.77,0.5474695388198112,0.17166729965818459,0.6550419948875789,0.2950663003225421
484,RUTC,Rutgers State University at Camden,0,0.27,0.79,0.5844411619891678,0.2948717948717949,0.29544117647058826,0.9,0.95,0.4673366834170855,0.12,0.1802144648160333,0.57,0.5204991087344029,0.1324200913242009,0.10133548959257134,1.9075933075933076
485,RUTN,Rutgers State University at Newark,0,0.26,0.62,0.5844411619891678,0.2948717948717949,0.29544117647058826,0.9,0.95,0.4371859296482412,0.16,0.21122828232532498,0.58,0.46499567847882456,0.18550185873605948,0.15365955448901872,1.2578509590901374
486,SAC,Sacred Heart University,1,0.19,0.51,0.7114721811915312,0.17094017094017094,0.08823529411764706,0.71,0.73,0.3718592964824121,0.16,0.12661604395995235,0.82,0.8218465539661899,0.26845991561181437,0.09379727685325265,3.078420467185762
487,STAM,Saint Ambrose University,1,0.12,0.48,0.4948301329394387,0.21367521367521367,0.22058823529411764,0.56,0.56,0.35427135678391963,0.16,0.13237778528621982,0.7,0.8004459308807135,0.38440111420612816,0.04525536021701706,6.023054755043228
488,SANS,Saint Anselm College,1,0.15,0.4,0.6646971935007385,0.19230769230769232,0.16470588235294117,0.7,0.82,0.36432160804020103,0.29,0.11948499991108424,0.97,0.7412887828162291,0.3309723116548616,0.05130679743335594,6.5836298932384345
489,SCLD,Saint Cloud State University,0,0.1,0.34,0.32311669128508125,0.14957264957264957,0.27705882352941175,0.7,0.75,0.4748743718592965,0.1,0.0823182117262106,0.58,0.8325358851674641,0.5810647307924985,0.3573217173561479,0.3108986057376451
490,SFCI,Saint Francis College IN,1,0.13,0.36,0.47021171836533726,0.19230769230769232,0.14705882352941177,0.43,0.78,0.314070351758794,0.04,0.13230665267725358,0.48,0.7793427230046949,0.5120481927710844,0.019823673639730817,11.407894736842104
491,SFCS,Saint Francis College,1,0.21,0.45,0.6216149679960611,0.17094017094017094,0.18161764705882352,0.64,0.64,0.48492462311557794,0.24,0.1305994700620632,0.69,0.7877629063097514,0.3446601941747573,0.04366424956961761,6.499402628434886
492,STJN,Saint John's University,1,0.18,0.45,0.5023387493845396,0.21367521367521367,0.08823529411764706,0.76,0.85,0.30150753768844224,0.38,0.17521739903615316,0.7,0.857449088960343,0.555,0.04598570608795451,6.946681792399319
493,SJCI,Saint Joseph's College IN,1,0.24,0.42,0.5231413096996553,0.2564102564102564,0.13970588235294118,0.55,0.6,0.3718592964824121,0.19,0.13088400049792825,0.67,0.7434782608695653,0.32894736842105265,0.0270488810057906,10.800385728061716
494,SJCL,Saint Joseph's College,1,0.12,0.33,0.637616937469227,0.21367521367521367,0.11764705882352941,0.53,0.89,0.6834170854271358,0.08,0.07685878398804973,0.85,0.8187274909963985,0.3181818181818182,0.07595597057749491,3.4289148351648353
495,STJ,Saint Joseph's University,1,0.39,0.71,0.7816346627277203,0.14957264957264957,0.2485294117647059,0.84,0.9,0.4371859296482412,0.13,0.14658652392723134,0.83,0.7951568082572449,0.3874188716924613,0.09877927904429026,3.3667810932136257
496,SJCO,Saint Joseph College,1,0.2,0.52,0.5662235352043329,0.2777777777777778,0.13970588235294118,0.87,0.9,0.2814070351758794,0.32,0.15435776145679583,0.76,0.8253424657534246,0.3983402489626556,0.03273514528666075,9.721115537848606
497,SLU,Saint Louis University,1,0.44,0.67,0.5822255046774988,0.3418803418803419,1.0,0.84,0.94,0.11557788944723618,0.19,0.32662315722084895,0.67,0.8667273831208258,0.33485113835376534,0.14909489279565966,2.0451364590622814
498,STMA,Saint Mary's College,1,0.26,0.6,0.5556376169374693,0.21367521367521367,0.22426470588235295,0.74,0.95,0.24874371859296485,0.31,0.19854889477708818,0.98,0.8265765765765766,0.5354223433242506,0.038082320413167094,8.719178082191782
499,STMN,Saint Mary's College of Minnesota,1,0.14,0.35,0.4431314623338257,0.17094017094017094,0.12058823529411765,0.68,0.74,0.4723618090452262,0.19,0.09035619653939857,0.78,0.9155251141552512,0.45760598503740646,0.03602170170587928,7.8204199855177405
500,CLWD,Saint Mary-of-the-Woods College,1,0.23,0.5,0.5083702609551944,0.21367521367521367,0.25,0.44,0.58,0.2562814070351759,0.37,0.17210534739387903,0.75,0.8666666666666667,0.676923076923077,0.028926913245344046,9.287646528403968
501,HRTW,Hartwick College,1,0.22,0.49,0.5883801083210242,0.21367521367521367,0.10294117647058823,0.75,0.87,0.3090452261306533,0.32,0.2067291448082087,0.73,0.828132501200192,0.2492753623188406,0.03993426887161563,11.417374265186153
502,OLAF,Saint Olaf College,1,0.38,0.73,0.46159527326440175,0.23504273504273504,0.08088235294117647,0.82,0.88,0.2512562814070352,0.31,0.22232496932406237,0.83,0.7442170818505338,0.44530783024506876,0.07806875684699253,4.794520547945205
